Trial,T1,T2
Beep,1784661347.365339,0
Cal1,51.2277512550354,54.23010206222534
Cal2,60.53588533401489,63.53748917579651
Cal2,71.91058373451233,74.91301989555359
Cal1,76.56378865242004,79.5667929649353
Cal2,80.10069823265076,83.10194802284241
